Transaction_ID,Date,Customer_Name,Email,Phone_Number,Address,Credit_Card,Category,Amount,Payment_Method
TXN-10481,2025-06-14,Daniel Johnson,daniel.johnson10@yahoo.com,555-596-4264,"222 Main St, Houston, USA",4488-5185-5457-3860,Automotive,1009.72,PayPal
TXN-10482,2025-01-13,Robert Williams,robert.williams73@yahoo.com,555-516-2983,"344 Park Ave, Phoenix, USA",4254-7843-7110-7961,Toys & Games,342.21,Debit Card
TXN-10483,2025-11-22,David Williams,david.williams8@yahoo.com,555-738-5583,"10 Park Ave, Los Angeles, USA",4837-5274-4910-2551,Automotive,1410.53,Debit Card
TXN-10484,2025-04-06,Linda Rodriguez,linda.rodriguez46@gmail.com,555-898-9703,"154 Pine St, Phoenix, USA",4818-1184-4743-7141,Sports,1348.26,Bank Transfer
TXN-10485,2025-08-05,Linda Brown,linda.brown63@company.net,555-646-6334,"384 Oak Ln, New York, USA",4791-4036-6796-6038,Fashion,56.34,Debit Card
TXN-10486,2025-05-23,David Smith,david.smith86@gmail.com,555-499-5744,"215 Broadway, New York, USA",4952-4833-5493-6845,Sports,1075.14,PayPal
TXN-10487,2025-07-22,Robert Johnson,robert.johnson67@hotmail.com,555-121-5710,"33 Main St, Los Angeles, USA",4166-8532-9339-9214,Automotive,193.6,Bank Transfer
TXN-10488,2025-11-14,Sarah Smith,sarah.smith89@company.net,555-718-1446,"670 Main St, Phoenix, USA",4741-4244-5122-7331,Home & Garden,68.99,Credit Card
TXN-10489,2025-11-26,Laura Smith,laura.smith58@company.net,555-293-8623,"595 Pine St, Phoenix, USA",4301-3312-5663-2593,Toys & Games,1343.85,PayPal
TXN-10490,2025-12-11,John Rodriguez,john.rodriguez22@company.net,555-425-3805,"907 Main St, Houston, USA",4241-9768-6048-7289,Books,531.08,Debit Card
TXN-10491,2025-09-04,Laura Jones,laura.jones98@hotmail.com,555-166-7110,"153 Park Ave, Phoenix, USA",4859-3081-9287-5366,Automotive,600.08,Credit Card
TXN-10492,2025-03-08,David Smith,david.smith71@yahoo.com,555-972-9369,"999 Park Ave, Los Angeles, USA",4937-9841-9206-7174,Books,213.51,PayPal
TXN-10493,2025-09-15,David Johnson,david.johnson81@gmail.com,555-432-7984,"95 Oak Ln, New York, USA",4200-4034-7805-2343,Electronics,1245.28,Bank Transfer
TXN-10494,2025-09-16,Sarah Martinez,sarah.martinez42@yahoo.com,555-150-8693,"859 Oak Ln, Los Angeles, USA",4059-9416-9475-7415,Sports,1205.62,Credit Card
TXN-10495,2025-01-09,Robert Jones,robert.jones39@company.net,555-244-8984,"163 Oak Ln, Los Angeles, USA",4355-1049-7157-8305,Home & Garden,995.41,PayPal
TXN-10496,2025-04-18,Michael Brown,michael.brown33@gmail.com,555-723-3284,"903 Pine St, New York, USA",4303-7585-4138-8593,Books,682.3,Debit Card
TXN-10497,2025-11-07,Jane Miller,jane.miller62@company.net,555-375-6980,"625 Broadway, Phoenix, USA",4050-5917-4814-7657,Fashion,470.59,PayPal
TXN-10498,2025-12-09,Jane Brown,jane.brown9@gmail.com,555-110-3503,"542 Oak Ln, Chicago, USA",4935-2271-9373-6790,Electronics,669.45,PayPal
TXN-10499,2025-08-20,Sarah Rodriguez,sarah.rodriguez41@company.net,555-225-8808,"386 Cedar Dr, Chicago, USA",4071-8008-6713-5743,Books,940.47,Credit Card
