Transaction_ID,Date,Customer_ID,Customer_Name,Email,Phone_Number,Address,City,Country,Credit_Card,Category,Amount,Payment_Method
TXN-10447,2025-05-16,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Books,1386.3,Debit Card
TXN-10448,2025-05-17,CUST-1827,Daniel Johnson,daniel.johnson85@hotmail.com,555-880-2207,856 Pine St,Chicago,USA,4034-2629-1582-6476,Sports,826.7,Bank Transfer
TXN-10449,2025-05-22,CUST-3775,Robert Miller,robert.miller20@yahoo.com,555-585-9135,402 Cedar Dr,New York,USA,4022-2570-5903-5101,Fashion,1139.57,Credit Card
TXN-10450,2025-04-28,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Fashion,306.8,Credit Card
TXN-10451,2025-04-16,CUST-4122,Laura Williams,laura.williams62@gmail.com,555-473-2799,421 Park Ave,Houston,USA,4775-6804-1347-9243,Home & Garden,1179.34,PayPal
TXN-10452,2025-05-27,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Sports,1423.29,Credit Card
TXN-10453,2025-07-25,CUST-1144,Linda Martinez,linda.martinez35@gmail.com,555-213-4558,148 Cedar Dr,Phoenix,USA,4976-9007-5317-5087,Home & Garden,341.23,PayPal
TXN-10454,2025-05-28,CUST-7204,David Brown,david.brown48@hotmail.com,555-890-6797,679 Pine St,Phoenix,USA,4738-7212-8187-8998,Automotive,636.08,PayPal
TXN-10455,2025-04-26,CUST-8086,Sarah Williams,sarah.williams26@hotmail.com,555-473-5644,82 Broadway,New York,USA,4709-8390-6661-7160,Sports,341.58,Bank Transfer
TXN-10456,2025-09-09,CUST-6820,Robert Rodriguez,robert.rodriguez41@yahoo.com,555-816-7792,80 Pine St,Phoenix,USA,4398-6429-3060-7926,Fashion,333.91,PayPal
TXN-10457,2025-05-23,CUST-1123,Robert Miller,robert.miller8@gmail.com,555-833-9623,929 Oak Ln,New York,USA,4521-4705-9069-3951,Sports,242.69,Debit Card
TXN-10458,2025-07-06,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Automotive,49.12,PayPal
TXN-10459,2025-11-29,CUST-1743,Daniel Smith,daniel.smith89@yahoo.com,555-322-9664,568 Park Ave,Phoenix,USA,4522-3619-6527-2579,Automotive,227.54,PayPal
TXN-10460,2025-07-11,CUST-6729,Laura Martinez,laura.martinez36@yahoo.com,555-548-8537,745 Park Ave,Houston,USA,4024-8285-4149-1636,Automotive,17.21,PayPal
TXN-10461,2025-06-18,CUST-9082,Jane Martinez,jane.martinez47@yahoo.com,555-761-9486,656 Park Ave,Houston,USA,4441-8887-9628-7385,Books,597.86,PayPal
TXN-10462,2025-08-03,CUST-5427,Sarah Rodriguez,sarah.rodriguez61@hotmail.com,555-498-8736,155 Cedar Dr,Los Angeles,USA,4811-9841-3531-9520,Books,1244.77,Credit Card
TXN-10463,2025-02-12,CUST-3803,John Johnson,john.johnson19@hotmail.com,555-891-2554,640 Park Ave,Houston,USA,4931-4173-3964-8175,Toys & Games,1128.08,Debit Card
TXN-10464,2025-01-09,CUST-9204,Daniel Williams,daniel.williams62@company.net,555-587-7476,647 Cedar Dr,Phoenix,USA,4076-1738-2851-6712,Fashion,1458.42,Debit Card
TXN-10465,2025-11-15,CUST-6270,Linda Smith,linda.smith34@hotmail.com,555-810-2595,258 Broadway,New York,USA,4420-7055-5426-4578,Automotive,1238.61,PayPal
TXN-10466,2025-09-16,CUST-1144,Linda Martinez,linda.martinez35@gmail.com,555-213-4558,148 Cedar Dr,Phoenix,USA,4976-9007-5317-5087,Automotive,1387.41,Bank Transfer
TXN-10467,2025-12-10,CUST-4590,Robert Williams,robert.williams55@company.net,555-898-5209,989 Cedar Dr,New York,USA,4137-5338-4402-7571,Toys & Games,744.2,PayPal
TXN-10468,2025-04-24,CUST-2537,Daniel Rodriguez,daniel.rodriguez24@gmail.com,555-212-8429,327 Main St,Los Angeles,USA,4547-3760-9465-8117,Home & Garden,568.22,Credit Card
TXN-10469,2025-10-21,CUST-5427,Sarah Rodriguez,sarah.rodriguez61@hotmail.com,555-498-8736,155 Cedar Dr,Los Angeles,USA,4811-9841-3531-9520,Electronics,814.78,PayPal
TXN-10470,2025-05-26,CUST-2379,Linda Miller,linda.miller67@gmail.com,555-385-4637,999 Park Ave,New York,USA,4474-4987-6928-3146,Sports,244.13,Bank Transfer
TXN-10471,2025-11-13,CUST-8256,Jane Martinez,jane.martinez15@hotmail.com,555-963-1356,965 Main St,Los Angeles,USA,4767-5472-5773-1730,Sports,1089.99,Debit Card
TXN-10472,2025-05-30,CUST-4186,Jane Davis,jane.davis70@company.net,555-379-6884,127 Broadway,Chicago,USA,4772-8175-8363-9031,Sports,418.78,Debit Card
TXN-10473,2025-01-05,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Fashion,773.99,Credit Card
TXN-10474,2025-07-14,CUST-5112,David Jones,david.jones78@yahoo.com,555-353-4971,498 Cedar Dr,Phoenix,USA,4414-4434-7614-6979,Electronics,1174.27,Bank Transfer
TXN-10475,2025-02-21,CUST-1123,Robert Miller,robert.miller8@gmail.com,555-833-9623,929 Oak Ln,New York,USA,4521-4705-9069-3951,Fashion,1206.93,Bank Transfer
TXN-10476,2025-07-25,CUST-2422,Sarah Smith,sarah.smith67@company.net,555-804-6929,765 Broadway,Los Angeles,USA,4670-7912-2994-8789,Electronics,1280.4,PayPal
TXN-10477,2025-08-27,CUST-4590,Robert Williams,robert.williams55@company.net,555-898-5209,989 Cedar Dr,New York,USA,4137-5338-4402-7571,Toys & Games,731.03,Debit Card
TXN-10478,2025-07-31,CUST-1827,Daniel Johnson,daniel.johnson85@hotmail.com,555-880-2207,856 Pine St,Chicago,USA,4034-2629-1582-6476,Electronics,1293.73,PayPal
TXN-10479,2025-08-20,CUST-1123,Robert Miller,robert.miller8@gmail.com,555-833-9623,929 Oak Ln,New York,USA,4521-4705-9069-3951,Automotive,1016.65,Bank Transfer
TXN-10480,2025-11-07,CUST-3877,Sarah Miller,sarah.miller39@gmail.com,555-861-2558,665 Pine St,Houston,USA,4760-3922-4140-5688,Home & Garden,1251.37,Credit Card
TXN-10481,2025-10-01,CUST-4094,Emily Jones,emily.jones27@yahoo.com,555-600-7651,141 Cedar Dr,Chicago,USA,4888-1939-4182-9918,Books,998.82,Credit Card
TXN-10482,2025-03-04,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Automotive,956.72,Credit Card
TXN-10483,2025-03-12,CUST-3877,Sarah Miller,sarah.miller39@gmail.com,555-861-2558,665 Pine St,Houston,USA,4760-3922-4140-5688,Sports,216.22,PayPal
TXN-10484,2025-08-16,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Toys & Games,1121.79,Credit Card
TXN-10485,2025-05-15,CUST-4122,Laura Williams,laura.williams62@gmail.com,555-473-2799,421 Park Ave,Houston,USA,4775-6804-1347-9243,Automotive,200.79,Debit Card
TXN-10486,2025-09-22,CUST-9930,Linda Garcia,linda.garcia41@company.net,555-181-4478,346 Park Ave,New York,USA,4152-2680-6345-2270,Electronics,415.53,PayPal
TXN-10487,2025-06-18,CUST-4122,Laura Williams,laura.williams62@gmail.com,555-473-2799,421 Park Ave,Houston,USA,4775-6804-1347-9243,Books,610.81,Bank Transfer
TXN-10488,2025-07-09,CUST-1144,Linda Martinez,linda.martinez35@gmail.com,555-213-4558,148 Cedar Dr,Phoenix,USA,4976-9007-5317-5087,Electronics,1181.29,PayPal
TXN-10489,2025-06-26,CUST-3803,John Johnson,john.johnson19@hotmail.com,555-891-2554,640 Park Ave,Houston,USA,4931-4173-3964-8175,Toys & Games,1146.51,PayPal
TXN-10490,2025-09-24,CUST-8403,John Davis,john.davis29@company.net,555-781-2040,363 Main St,Houston,USA,4032-9303-8233-2239,Home & Garden,1346.56,Debit Card
TXN-10491,2025-03-28,CUST-9754,Robert Miller,robert.miller92@gmail.com,555-289-6337,601 Park Ave,Los Angeles,USA,4951-1803-5866-3915,Automotive,1205.17,PayPal
TXN-10492,2025-05-03,CUST-7015,Sarah Martinez,sarah.martinez94@company.net,555-569-1401,534 Cedar Dr,Houston,USA,4326-2837-4027-5568,Toys & Games,646.72,Bank Transfer
TXN-10493,2025-08-05,CUST-3930,Sarah Brown,sarah.brown75@gmail.com,555-635-5747,334 Cedar Dr,New York,USA,4292-3524-8896-7183,Fashion,705.68,Debit Card
TXN-10494,2025-07-18,CUST-7751,Emily Brown,emily.brown18@company.net,555-825-4937,617 Pine St,New York,USA,4015-8086-5608-7176,Books,604.07,Credit Card
TXN-10495,2025-09-28,CUST-1204,Robert Brown,robert.brown17@company.net,555-770-2393,556 Cedar Dr,Los Angeles,USA,4694-1378-1149-7641,Fashion,840.58,Bank Transfer
TXN-10496,2025-04-21,CUST-3896,Sarah Miller,sarah.miller10@hotmail.com,555-325-5618,644 Main St,Phoenix,USA,4993-7487-1578-3352,Sports,277.22,Debit Card
TXN-10497,2025-08-16,CUST-3775,Robert Miller,robert.miller20@yahoo.com,555-585-9135,402 Cedar Dr,New York,USA,4022-2570-5903-5101,Sports,1364.2,Bank Transfer
TXN-10498,2025-05-26,CUST-4904,Robert Miller,robert.miller85@yahoo.com,555-864-4570,746 Park Ave,New York,USA,4336-9934-7732-4099,Sports,331.49,Bank Transfer
TXN-10499,2025-02-27,CUST-6820,Robert Rodriguez,robert.rodriguez41@yahoo.com,555-816-7792,80 Pine St,Phoenix,USA,4398-6429-3060-7926,Toys & Games,123.24,Credit Card
